COSING Ref No;INCI name;Function
41176;TRIMETIL-1,3-CICLOHEXADIENILBUTÃO-2-ONA;PERFUMAÇÃO
59856;TRIMETIL-1,3-PENTANODIOL;SOLVENTE
41194;TRIMETIL-1-CICLOHEXENILACRILONITRILA;PERFUMAÇÃO
41196;TRIMETIL-1-CICLOHEXENILBUTÃO-2-ONA;PERFUMAÇÃO
41195;TRIMETIL-1-CICLOHEXENILBUTANO-1,3-DIONA;PERFUMAÇÃO
41186;TRIMETIL-2-CICLOHEXENO-1,4-DIONA;PERFUMAÇÃO
41192;TRIMETIL-2-CICLOHEXENOL;PERFUMAÇÃO
41200;TRIMETIL-2-CICLOHEXENIL-3-PENTANONA/2-PROPINOL;PERFUMAÇÃO
41214;TRIMETIL-2-DECENO-6,8-DIONA;PERFUMAÇÃO
41187;TRIMETIL-3-CICLOHEXENO-1-METANETIOL;PERFUMAÇÃO
41197;TRIMETIL-3-CICLOHEXENIL-3-BUTEN-2-ONA;PERFUMAÇÃO
41211;TRIMETIL-3-CICLOPENTENILACETONITRILA;PERFUMAÇÃO
41227;TRIMETIL-3-METILVINIL-4-VINILCICLOHEXILMETIL ACETATO;PERFUMAÇÃO
41229;TRIMETIL-3-NONENOL;PERFUMAÇÃO
41242;TRIMETIL-3-FENILINDANA;PERFUMAÇÃO
41212;TRIMETIL-4,9-DECADIENAL;PERFUMAÇÃO
41228;TRIMETIL-4-NONANONA;PERFUMAÇÃO
41213;TRIMETIL-5,7-DECADIEN-2-ONA;PERFUMAÇÃO
41225;TRIMETIL-6-METILENOCICLOHEXANOPROPANOL;PERFUMAÇÃO
41226;TRIMETIL-6-METILENOCICLOHEXILPROPILA ACETATO;PERFUMAÇÃO
41245;TRIMETIL-6-TIABICICLOCTANO;PERFUMAÇÃO
41231;TRIMETIL-7-OXABICICLOHEPTIL)-3-BUTEN-2-ONA;PERFUMAÇÃO
41224;TRIMETIL-8-METILENOBICICLOCLO-4-UNDECENO;PERFUMAÇÃO
41223;TRIMETIL-METILBUTENIL-BICICLOHEPTAN-3-ONA;PERFUMAÇÃO
41237;TRIMETIL-PENTIL-DIOXANO;PERFUMAÇÃO
41236;TRIMETIL-PENTILCICLOPENTANONA;PERFUMAÇÃO
41243;TRIMETIL-PROPILCICLOHEXANOPROPANOL;PERFUMAÇÃO
41254;TRIMETIL-VINILTETRA-HIDROFURAN-2-METANOL;PERFUMAÇÃO
59857;ÓXIDO DE TRIMETILAMINA;FRAGRÂNCIA, HUMECTANTE
90180;TRIMETILBENZENO;SOLVENTE
87494;TRIMETILBENZENOPROPANOL;FRAGRÂNCIA, PERFUMARIA
89805;TRIMETILBENZOFENONA;ESTABILIZADOR DE LUZ
87159;ÓXIDO DE TRIMETILBENZOIL DIFENILFOSFINA;CONDICIONAMENTO DA PELE
41161;ÁLCOOL TRIMETILBENZÍLICO;PERFUMAÇÃO
41164;TRIMETILBICICLOC-2-HEPTANOL;PERFUMAÇÃO
41165;TRIMETILBICICLOC-2-HEPTANONA;PERFUMAÇÃO
41174;TRIMETILBICICLOC-2-HEPTILOXIETANOL;PERFUMAÇÃO
41166;TRIMETILBICICLOC-3-HEPTEN-2-OL;PERFUMAÇÃO
41167;TRIMETILBICICLOC-3-HEPTEN-2-ONA;PERFUMAÇÃO
41170;TRIMETILBICICLOC-3-HEPTIACRILONITRILA;PERFUMAÇÃO
41168;TRIMETILBICICLOC-4-HEPTEN-3-ILMETANOL;PERFUMAÇÃO
41169;TRIMETILBICICLOC-4-HEPTEN-3-ILMETIL ACETATO;PERFUMAÇÃO
41175;TRIMETILBICICLOHEPTO-2-IL PROPIONATO;PERFUMAÇÃO
41173;TRIMETILBICICLEOHEPT-3-ILIDENOPROPIONONITRILA;PERFUMAÇÃO
41162;TRIMETILBICICLOHEPTANO;PERFUMAÇÃO
41163;TRIMETILBICICLOHEPTANO-2-METANOL;PERFUMAÇÃO
41177;ÁCIDO TRIMETILCICLOHEXANOACÉTICO;PERFUMAÇÃO
41178;TRIMETILCICLOHEXANOL;PERFUMAÇÃO
41189;TRIMETILCICLOHEXENO-1-METANOL;PERFUMAÇÃO
91427;ACRILATO DE TRIMETILCICLOHEXILA;FORMAÇÃO DE FILME
89233;TRIMETILCICLOHEXIL BUTILCARBAMATO;CONDICIONAMENTO DA PELE
41204;TRIMETILCICLOHEXILACETIL-CICLOPENTANONA;PERFUMAÇÃO
39255;TRIMETILCICLOPENTENIL DIMETILISOPENTENOL;PERFUMAÇÃO
89727;TRIMETILDECENEDIONA;BRANQUEAMENTO, QUELAÇÃO
41218;TRIMETILDODECATRIEN-3-IL ACETATO;PERFUMAÇÃO
95302;DIISOCIANATO DE TRIMETIL-HEXAMETILENO;NÃO RELATADO
41219;TRIMETILHEXANAL;PERFUMAÇÃO
80390;TRIMETIL-HEXANOL;FRAGRÂNCIA, SOLVENTE
41220; ACETATO DE TRIMETIL-HEXILA;PERFUMAÇÃO
41221;FORMATO DE TRIMETIL-HEXILA;PERFUMAÇÃO
41222;TRIMETIL-HEXIL PROPIONATO;PERFUMAÇÃO
96804;TRIMETILINDOLINO PIPERIDINIL ESPIRONAFTOXAZINA;CORANTE
41230;TRIMETILNORBORNAN-2-ONA;PERFUMAÇÃO
59858;TRIMETILOL PROPANO CICLO-HEXENO DICARBOXILATO;FORMAÇÃO DE FILME
83045;TRIMETILOLPROPANO; HIDRATA, RESOLVE
95271;ÉTER DIALÍLICO TRIMETILOLPROPANO;NÃO RELATADO
86732;TRIMETILOLPROPANO HIDROXIPROPIL BIS-HIDROXIETILAMINA DENDRIMER;QUELANTE, LIMPEZA, SURFACTANTE - LIMPEZA
59859;TRIACRILATO DE TRIMETILOLPROPANO;FORMAÇÃO DE FILME, CONDICIONAMENTO CAPILAR, FIXAÇÃO CAPILAR
95105;TRIACRILATO DE TRIMETILOLPROPANO/BISCROSSPOLÍMERO DE GLICOL;VINCULATIVO
80391;TRICAPILATO/TRICAPRATO DE TRIMETILOLPROPANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38745;TRICOATO DE TRIMETILOLPROPANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38746;TRIMETILOLPROPANO TRIETILHEXANOATO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38747;TRIISOSTEARATO DE TRIMETILOLPROPANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38748;TRILAURATO DE TRIMETILOLPROPANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59860;TRIMETACRILATO DE TRIMETILOLPROPANO;FORMAÇÃO DE FILME
94653;TRIS-MERCAPTOPROPIONATO DE TRIMETILOLPROPANO;NÃO RELATADO
80396;TRISTEARATO DE TRIMETILOLPROPANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
41235;TRIMETILPENTADECATRIEN-2-ONA;PERFUMAÇÃO
59861;COPOLÍMERO DE TRIMETILPENTANODIOL/ÁCIDO ADÍPICO;CONDICIONAMENTO DA PELE
59862;TRIMETILPENTANODIOL/ÁCIDO ADÍPICO/POLÍMERO CRUZADO DE GLICERINA;CONDICIONAMENTO DA PELE
59863;COPOLÍMERO DE TRIMETILPENTANODIOL/ÁCIDO ADÍPICO/ÁCIDO ISONONANÓICO;CONDICIONAMENTO DA PELE
80397;COPOLÍMERO DE TRIMETILPENTANODIOL/ÁCIDO ISOFTÁLICO/ANIDRIDO TRIMELÍTICO;FORMADOR DE FILME, CONTROLE DE VISCOSIDADE
59864;TRIMETILPENTANODIIL DIBENZOATO;PLASTIFICADOR
93229;TRIMETILPENTIL POLISSILSESQUIOXANO;CONDICIONAMENTO DAS UNHAS
96411;TRIMETILPENTIL/METÓXI PEG-10 PROPIL POLISSILSESQUIOXANO;NÃO RELATADO
41238;ÁLCOOL TRIMETILFENETÍLICO;PERFUMAÇÃO
41244;TRIMETILPIRAZINA;PERFUMAÇÃO
96751;TRIMETILSILOXI/POLIMETILSILSESQUIOXANO;ANTIAGONISTA, LIGAÇÃO, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59865;TRIMETILSILOXIAMODIMETICONE;CONDICIONAMENTO CAPILAR
59866;TRIMETILSILOXIFENIL DIMETICONE;CONDICIONAMENTO CAPILAR
80398;TRIMETILSILOXISILICATO;ANTIESPUMA, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
59867;TRIMETILSILOXISILICATO/DIMETICONA CROSSPOLÍMERO; ANTIESPUMANTE
59868;TRIMETILSILOXISILICATO/DIMETICONOL CROSSPOLÍMERO;FORMADOR DE FILME, CONTROLE DE VISCOSIDADE
95435;COPOLÍMERO DE VA/DIACETOXIBUTENO TRIMETILSILOXISILIL PROPILCARBAMOIL HIDROLISADO;FORMAÇÃO DE FILME
59872;TRIMETILSILOXISILICARBAMOIL PULULANO;FORMADORA DE FILME, FIXADORA DE CABELO
95098;TRIMETILSILILARGINAL PG-PROPILMETILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
88449;TRIMETILSILIL COLÁGENO HIDROLISADO PG-PROPILMETILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
83010;PROTEÍNA DE CONCHIOLINA HIDROLISADA TRIMETILSILIL PG-PROPILMETILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
92306;PROTEÍNA DE ERVILHA HIDROLISADA TRIMETILSILIL PG-PROPILMETILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
83050;TRIMETILSILIL SEDA HIDROLISADA PG-PROPIL METILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
83009;PROTEÍNA DE TRIGO HIDROLISADA TRIMETILSILIL PG-PROPILMETILSILANODIOL CROSSPOLÍMERO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
85411;TRIMETILSILIL PULULANO;FORMADOR DE FILME, CONTROLE DE VISCOSIDADE
59869;TRIMETILSILIL TRIMETILSILOXI GLICOLATO;CONDICIONAMENTO DA PELE
59870;TRIMETILSILIL TRIMETILSILOXI LACTATO;CONDICIONAMENTO DA PELE
59871;TRIMETILSILIL TRIMETILSILOXI SALICILATO;CONDICIONAMENTO DA PELE
80399;TRIMETILSILILAMODIMETICONE;ANTIESTÁTICO, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
41246;TRIMETILTRICICLODODECANOL;PERFUMAÇÃO
41247; ACETATO DE TRIMETILTRICICLODODECANILA;PERFUMAÇÃO
41248;FORMATO DE TRIMETILTRICICLODODECANILA;PERFUMAÇÃO
41249;TRIMETILUNDECADIENAL;PERFUMAÇÃO
41252;TRIMETILUNDECADIENOL;PERFUMAÇÃO
41253;TRIMETILUNDECENAL;PERFUMAÇÃO
38753;TRIMIRISTINA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
38754;BORATO DE TRIOCTILDODECILA;ANTIMICROBIANO
80402;CITRATO DE TRIOCTILDODECILA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
38756;TRIOLEÍNA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
80404;ÉSTERES DE TRIOLEÍNA PEG-6;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80405;TRIOLETH-8 FOSFATO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
80406;CITRATO DE TRIOLEILA;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
38760;TRIOLEIL FOSFATO;PLASTIFICANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
59873;ÁCIDO TRIOXAUNDECANODIOICO;HUMECTANTE
80408;TRIPABA PANTENOL;ANTIESTÁTICO, CONDICIONADOR CAPILAR, ABSORVENTE UV
38762;TRIPALMITINA;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
80410;TRIPALMITOLEÍNA;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
94345;TRIPELARGONINA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
59874;TRIPÉPTIDO-1;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
98420;TRIPEPTÍDEO-1 DIMETILAMINOETIL ÉSTER;BLEACHING, CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
83421;TRIPÉPTIDO-10;CONDICIONAMENTO DA PELE
83256;TRIPEPTÍDEO-10 ??CITRULINA;CONDICIONAMENTO DA PELE
83422;TRIPÉPTIDO-11;CONDICIONAMENTO DA PELE
83423;TRIPÉPTIDO-12;CONDICIONAMENTO DA PELE
83424;TRIPÉPTIDO-13;CONDICIONAMENTO DA PELE
83425;TRIPÉPTIDO-14;CONDICIONAMENTO DA PELE
83426;TRIPÉPTIDO-15;CONDICIONAMENTO DA PELE
83427;TRIPÉPTIDO-16;CONDICIONAMENTO DA PELE
83428;TRIPÉPTIDO-17;CONDICIONAMENTO DA PELE
83429;TRIPÉPTIDO-18;CONDICIONAMENTO DA PELE
83430;TRIPÉPTIDO-19;CONDICIONAMENTO DA PELE
59875;TRIPÉPTIDO-2;CONDICIONAMENTO DA PELE
83431;TRIPÉPTIDO-20;CONDICIONAMENTO DA PELE
83432;TRIPÉPTIDO-21;CONDICIONAMENTO DA PELE
83433;TRIPÉPTIDO-22;CONDICIONAMENTO DA PELE
83434;TRIPÉPTIDO-23;CONDICIONAMENTO DA PELE
83435;TRIPÉPTIDO-24;CONDICIONAMENTO DA PELE
83436;TRIPÉPTIDO-25;CONDICIONAMENTO DA PELE
83437;TRIPÉPTIDO-26;CONDICIONAMENTO DA PELE
83438;TRIPÉPTIDO-27;CONDICIONAMENTO DA PELE
85262;TRIPÉPTIDO-28;CONDICIONAMENTO DA PELE
83768;TRIPÉPTIDO-29;CONDICIONAMENTO DA PELE
59876;TRIPÉPTIDO-3;CONDICIONAMENTO DA PELE
85952;TRIPÉPTIDO-30;CONDICIONAMENTO DA PELE
85954;TRIPÉPTIDO-31;CONDICIONAMENTO DA PELE
85956;TRIPÉPTIDO-32;CONDICIONAMENTO DA PELE
85957;TRIPÉPTIDO-33;CONDICIONAMENTO DA PELE
85961;TRIPÉPTIDO-34;CONDICIONAMENTO DA PELE
85962;TRIPÉPTIDO-35;CONDICIONAMENTO DA PELE
85963;TRIPÉPTIDO-36;CONDICIONAMENTO DA PELE
85967;TRIPÉPTIDO-37;CONDICIONAMENTO DA PELE
85968;TRIPÉPTIDO-38;CONDICIONAMENTO DA PELE
87413;TRIPÉPTIDO-39;CONDICIONAMENTO DA PELE
59877;TRIPÉPTIDO-4;CONDICIONAMENTO DA PELE
87416;TRIPÉPTIDO-40;CONDICIONAMENTO DA PELE
88335;TRIPÉPTIDO-41;CONDICIONAMENTO DA PELE
88767;TRIPÉPTIDO-42;CONDICIONAMENTO DA PELE
88929;TRIPÉPTIDO-43;CONDICIONAMENTO DA PELE
96233;TRIPÉPTIDO-44;CONDICIONAMENTO DA PELE
89552;TRIPÉPTIDO-45;CONDICIONAMENTO DA PELE
89602;TRIPÉPTIDO-46;CONDICIONAMENTO DA PELE
93461;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 ISOLEUCIL OLIGOPEPTÍDEO-91 TETRAPEPTÍDEO-38 SH- POLIPEPTÍDEO-9;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
94020;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 METIONIL OLIGOPEPTÍDEO-133;CONDICIONAMENTO DA PELE
93564;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 METIONIL OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-2;CONDICIONAMENTO DA PELE
93530;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 METIONIL OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-2 DIPEPTÍDEO-34 SH-POLIPEPTÍDEO-11 DIPEPTÍDEO-19 OLIGOPEPTÍDEO-91;CONDICIONAMENTO DA PELE
94041;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 METIONIL OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-85 DIPEPTÍDEO-34 OLIGOPEPTÍDEO-91;CONDICIONAMENTO CAPILAR
93476;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 METIONIL OLIGOPEPTÍDEO-91 TETRAPEPTÍDEO-38 SH-OLIGOPEPTÍDEO-1;CONDICIONAMENTO DA PELE
93459;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-60 TETRAPEPTÍDEO-48;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
89601;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 DECAPEPTÍDEO-27 OLIGOPEPTÍDEO-91 SH-POLIPEPTÍDEO-60;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
90642;TRIPEPTÍDEO-46 HEXAPEPTÍDEO-40 OLIGOPEPTÍDEO-96 OLIGOPEPTÍDEO-91 TETRAPEPTÍDEO-38 RH-POLIPEPTÍDEO-9;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
90802;TRIPÉPTIDO-47;ANTI-SEBO, PROTETOR DA PELE
90803;TRIPÉPTIDO-48;ANTI-SEBO, PROTETOR DA PELE
90970;TRIPÉPTIDO-49;CONDICIONAMENTO DA PELE
90972;TRIPEPTÍDEO-49 OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 R-OCTAPEPTÍDEO-1 BOVINO;CONDICIONAMENTO DA PELE
91652;TRIPEPTÍDEO-49 OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-1;CONDICIONAMENTO DA PELE
91653;TRIPEPTÍDEO-49 OLIGOPEPTÍDEO-91 DIPEPTÍDEO-19 SH-POLIPEPTÍDEO-3;CONDICIONAMENTO DA PELE
59878;TRIPÉPTIDO-5;CONDICIONAMENTO DA PELE
91960;TRIPÉPTIDO-50;CONDICIONAMENTO DA PELE
92238;TRIPÉPTIDO-51;ANTIMICROBIANO, ANTIOXIDANTE, ADSTRINGENTE, HUMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
93399;TRIPÉPTIDO-52;CONDICIONAMENTO DA PELE
93400;TRIPÉPTIDO-53;CONDICIONAMENTO DA PELE
93401;TRIPÉPTIDO-54;CONDICIONAMENTO DA PELE
93203;TRIPÉPTIDO-55;ANTIOXIDANTE, PROTETOR DA PELE
93533;TRIPÉPTIDO-56;CONDICIONAMENTO DA PELE
93931;TRIPÉPTIDO-57;CONDICIONAMENTO DA PELE
94417;TRIPÉPTIDO-58;CONDICIONAMENTO DA PELE
94546;TRIPÉPTIDO-59;CONDICIONAMENTO DA PELE
83052;TRIPÉPTIDO-6;CONDICIONAMENTO DA PELE
94619;TRIPÉPTIDO-60;CONDICIONAMENTO DA PELE
94620;TRIPÉPTIDO-61;CONDICIONAMENTO DA PELE
94634;TRIPÉPTIDO-62;ANTIOXIDANTE, ANTIPLAQUE, CUIDADO BUCAL, PROTETOR DA PELE
94638;TRIPÉPTIDO-63;CONDICIONAMENTO DA PELE
94888;TRIPÉPTIDO-64;CONDICIONAMENTO DA PELE
95008;TRIPÉPTIDO-65;CONDICIONAMENTO DA PELE
95068;TRIPEPTÍDEO-65 DÍMERO;CONDICIONAMENTO DA PELE
95232;TRIPÉPTIDO-66;ANTIOXIDANTE, ANTIPLAQUE, CONDICIONADOR CAPILAR, CONDICIONADOR UNHAS, PROTETOR DA PELE
95251;TRIPÉPTIDO-67;ANTIOXIDANTE, ANTIPLAQUE, CONDICIONADOR DA PELE, PROTETOR DA PELE
95308;TRIPÉPTIDO-68;CONDICIONAMENTO DA PELE
96174;TRIPÉPTIDO-69;UMECTANTE, CONDICIONADOR DA PELE
83279;TRIPÉPTIDO-7;CONDICIONAMENTO DA PELE
85745;TRIPEPTÍDEO-7 SH-DECAPEPTÍDEO-9;PROTEÇÃO DA PELE
85804;TRIPEPTÍDEO-7 SH-PENTAPEPTÍDEO-19;CONDICIONAMENTO DA PELE
96430;TRIPÉPTIDO-70;NÃO RELATADO
97137;TRIPÉPTIDO-71;CONDICIONAMENTO DA PELE
97294;TRIPÉPTIDO-72;CONDICIONAMENTO DA PELE
97295;TRIPÉPTIDO-73;CONDICIONAMENTO DA PELE
97569;TRIPÉPTIDO-74;CONDICIONAMENTO DA PELE
97705;TRIPÉPTIDO-75;NÃO RELATADO
97706;TRIPÉPTIDO-76;NÃO RELATADO
97635;TRIPÉPTIDO-77 VALINAMIDA;ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
98458;TRIPÉPTIDO-78;NÃO RELATADO
98641;TRIPÉPTIDO-79;CONDICIONAMENTO CAPILAR
83396;TRIPÉPTIDO-8;CONDICIONAMENTO DA PELE
98771;TRIPÉPTIDO-80;CONDICIONAMENTO CAPILAR
98772;TRIPÉPTIDO-81;CONDICIONAMENTO DA PELE - DIVERSOS
83420;TRIPÉPTIDO-9;CONDICIONAMENTO DA PELE
83255;TRIPEPTÍDEO-9 CITRULINA;CONDICIONAMENTO DA PELE
93684;TRIFENIL DIMETILVINIL DISSILOXANO;NÃO RELATADO
59879;FOSFATO DE TRIFENILA;PLASTIFICADOR
80411;TRIFENIL TRIMETICONE;ANTIESPUMA, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
95587;TRIFENILFOSFINA;CONDICIONAMENTO DAS UNHAS
85341; EXTRATO MARÍTIMO DE TRIPLEUROSPERMUM;CONDICIONAMENTO DO CABELO, PROTEÇÃO DA PELE
38765;EDTA TRIPOTÁSSICO;QUELANTE
85636;TRIPOTÁSSIO GLICIRRIZATO;CONDICIONAMENTO DA PELE
98354;FOSFATO TRIPOTÁSSICO;BUFFER
87151; TRIPOTÁSSIO URSOLIL FOSFATO;CONDICIONAMENTO DA PELE - EMOLIENTE
59881;TRIPROPILENOGLICOL;ANTIOXIDANTE, ESTABILIZANTE DE EMULSÃO, UMECTANTE
97461;ACRILATO DE TRIPLOPILENOGLICOL;CONDICIONAMENTO DAS UNHAS
38766;CITRATO DE TRIPLOPILENOGLICOL;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
91778;DIACRILATO DE TRIPOPILENOGLICOL;PLASTIFICADOR
95388;EXTRATO DE CALO TRIPTERYGIUM WILFORDII;CONDICIONAMENTO DA PELE
83617;EXTRATO DE RAIZ DE TRIPTERYGIUM WILFORDII;CONDICIONAMENTO DA PELE
80414;TRIRICINOLEÍNA;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
93933;TRIS SOLUÇÃO SALINA TAMPONADA;BUFFER
86991;TRIS(ACETIMINOACETOXIETOXI METACRILATO) PPG-6 TRIMETILOLPROPANO;LIGAÇÃO, FORMADORA DE FILME
59882;TRIS(N-HIDROXIETIL) HEXAHIDROTRIAZINA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
92863;TRIS(N-HIDROXIETIL)HEXAHIDROTRIAZINA;CONSERVANTE
59883;TRIS(N-HIDROXIPROPIL) HEXAHIDROTRIAZINA;ANTIMICROBIANO
38769;TRIS(NONILFENIL)FOSFITO;ANTIOXIDANTE
82347;TRIS(PEG-2 FENIL-LANIL-CARBOXAMIDO) CICLO-HEXANO;ESTABILIZADOR DE EMULSÃO, CONTROLADOR DE VISCOSIDADE
83663;TRIS(PPG-3 ÉTER BENZÍLICO) CITRATO;CONDICIONAMENTO DA PELE - EMOLIENTE
90749;ÁCIDO TRIS(T-BUTIL HIDROXIDIMETILBENZIL) ISOCIANÚRICO;ANTIOXIDANTE
80417;CITRATO DE TRIS(TETRAMETIL-HIDROXIPEPERIDINOL); ABSORVENTE UV
92852;TRIS(TETRAMETIL-HIDROXIPEPERIDINOL)CITRATO;ESTABILIZADOR DE LUZ
96506;TRIMERO DE ISOCIANURATO DE TRIS-ACRILOIL PPG-6 HDI;CONDICIONAMENTO DAS UNHAS
83910;TRIS-BHT MESITLENO;ANTIOXIDANTE
83271;TRIS-BIFENIL TRIAZINA;ESTABILIZADOR DE LUZ, ABSORVENTE DE UV, FILTRO DE UV
59884;FOSFATO DE TRIS-ETOXIDIGLICOL;UMECTANTE, CONDICIONADOR DA PELE
95994;TRIMER DE ISOCIANURATO TRIS-HEA IPDI;FORMAÇÃO DE FILME
98465;TRIMERO DE ISOCIANURATO TRIS-HEA/HDI;CONDICIONAMENTO DAS UNHAS
97457;TRIS-HIDROGENDIMETIL SILOXIFENILSILANO;FORMAÇÃO DE FILME
94656;DIACRILATO DE ISOCIANURATO DE TRIS-HIDROXIETIL;VINCULATIVO
87454;TRIS-HIDROXIMETILNITROMETANO;ANTIMICROBIANO
89842;ÁCIDO TRIS-OLEOILTROMETAMINA ETANOSSULFÔNICO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
84628;TRIS-TRIBUTOXISILOXIMETILSILANO;CONDICIONAMENTO DA PELE - EMOLIENTE
80419;TRISEBACINA;REENGODIFICANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, CONTROLADOR DA VISCOSIDADE
59885;TRISILOXANO;ANTIESPUMA, CONDICIONADOR DA PELE
95454;TRISILOXANOPROPIL GLICERIL METACRILATO;LIGAÇÃO, FORMADOR DE FILME, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, SURFACTANTE - AUMENTO DE ESPUMA
93649;FOSFATO DE HEXILDECANOATO DE ASCORBILA TRISSÓDICA;ANTI-SEBO, ANTIOXIDANTE, BRANQUEADOR, HUMECTANTE, SURFACTANTE - LIMPEZA
59886;FOSFATO DE ISOPALMITATO DE ASCORBILA TRISSÓDICA;ANTIOXIDANTE, CONDICIONADOR DA PELE
59887;ASCORBIL PALMITATO FOSFATO TRISSÓDICO;ANTIOXIDANTE, CONDICIONADOR DA PELE
93364;CLORO TRISSÓDICO E6;CONDICIONAMENTO DA PELE
59888;DICARBOXIMETILALANINATO TRISSÓDICO;QUELANTE
38772;EDTA TRISSÓDICO;QUELANTE
59889;DISUCCINATO DE ETILENODIAMINA TRISSÓDICA;QUELANTE
59890;TRISÓDIO FRUTOSE DIFOSFATO;ANTIOXIDANTE, QUELANTE
59891;GLICIRRIZATO TRISSÓDICO;FRAGRÂNCIA, CONDICIONAMENTO DA PELE
38773;HEDTA TRISSÓDICO;QUELANTE
59892;TRIFOSFATO DE INOSITOL TRISSÓDICO;CONDICIONAMENTO DA PELE
